ama,AMA,year,Subsector,PCC,ALLOT_QTY,total_use,Groundwater,Colorado_River,Effluent,Surface_Water ,Comm,PROGRAM_CODE,ACTIVE,Facility Type
C,Phoenix,2005,FACILITY TURF - PARK,20-220136.0000,176.89,0,0,0,0,0,0,20,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - PARK,20-220136.0000,176.89,0,0,0,0,0,0,20,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - PARK,20-220219.0000,155.26,0,0,0,0,0,0,20,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225236.0000,123.11,0,0,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225372.0000,87.86,0,0,0,0,0,0,25,N,Turf Facilities
D,Pinal,2005,FACILITY CATTLE FEEDLOT,16-400002.0000,36,0,0,0,0,0,0,16,N,Cattle Feedlot
D,Pinal,2005,FACILITY CATTLE FEEDLOT,16-400039.0000,246,0,0,0,0,0,0,16,N,Cattle Feedlot
D,Pinal,2005,FACILITY CATTLE FEEDLOT,16-400060.0000,556,0,0,0,0,0,0,16,N,Cattle Feedlot
E,Tucson,2005,FACILITY TURF - PARK,20-620004.0000,74.94,0,0,0,0,0,0,20,N,Turf Facilities
D,Pinal,2005,FACILITY CATTLE FEEDLOT,16-400014.0000,98,0,0,0,0,0,0,16,Y,Cattle Feedlot
C,Phoenix,2005,FACILITY TURF - MISCELLANEOUS,22-222102.0000,246.96,0,0,0,0,0,0,22,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225319.0000,423.16,0,0,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225236.0000,123.11,0,0,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225364.0000,112.91,0,0,0,0,0,0,25,N,Turf Facilities
D,Pinal,2005,FACILITY TURF - GOLF COURSE,25-400008.0000,136,0,0,0,0,0,0,25,N,Turf Facilities
D,Pinal,2005,FACILITY METAL MINING,11-400131.0000,689,0,0,0,0,0,0,11,,Metal Mining
D,Pinal,2005,FACILITY CATTLE FEEDLOT,16-400084.0000,2300,0,0,0,0,0,0,16,N,Cattle Feedlot
D,Pinal,2005,FACILITY CATTLE FEEDLOT,16-400084.0000,2300,0,0,0,0,0,0,16,Y,Cattle Feedlot
D,Pinal,2005,FACILITY CATTLE FEEDLOT,16-400101.0000,725,0,0,0,0,0,0,16,Y,Cattle Feedlot
D,Pinal,2005,FACILITY CATTLE FEEDLOT,16-400101.0000,725,0,0,0,0,0,0,16,Y,Cattle Feedlot
D,Pinal,2005,FACILITY CATTLE FEEDLOT,16-400101.0000,725,0,0,0,0,0,0,16,N,Cattle Feedlot
D,Pinal,2005,FACILITY CATTLE FEEDLOT,16-400101.0000,725,0,0,0,0,0,0,16,N,Cattle Feedlot
D,Pinal,2005,FACILITY DAIRY,17-400037.0000,388.53,0,0,0,0,0,0,17,Y,Dairy
D,Pinal,2005,FACILITY DAIRY,17-400037.0000,388.53,0,0,0,0,0,0,17,Y,Dairy
D,Pinal,2005,FACILITY TURF - GOLF COURSE,25-400018.0000,1015,0,0,0,0,0,0,25,N,Turf Facilities
D,Pinal,2005,FACILITY TURF - GOLF COURSE,25-400018.0000,1015,0,0,0,0,0,0,25,N,Turf Facilities
D,Pinal,2005,FACILITY TURF - GOLF COURSE,25-400018.0000,1015,0,0,0,0,0,0,25,N,Turf Facilities
D,Pinal,2005,FACILITY TURF - GOLF COURSE,25-400096.0000,232,0,0,0,0,0,0,25,,Turf Facilities
E,Tucson,2005,FACILITY TURF - PARK,20-620015.0000,156.4,0,0,0,0,0,0,20,N,Turf Facilities
E,Tucson,2005,FACILITY TURF - PARK,20-620015.0000,156.4,0,0,0,0,0,0,20,N,Turf Facilities
E,Tucson,2005,FACILITY TURF - PARK,20-620015.0000,156.4,0,0,0,0,0,0,20,N,Turf Facilities
E,Tucson,2005,FACILITY TURF - PARK,20-620015.0000,156.4,0,0,0,0,0,0,20,Y,Turf Facilities
E,Tucson,2005,FACILITY TURF - PARK,20-620015.0000,156.4,0,0,0,0,0,0,20,Y,Turf Facilities
E,Tucson,2005,FACILITY TURF - PARK,20-620015.0000,156.4,0,0,0,0,0,0,20,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - SCHOOL,21-221100.0000,57.82,0,0,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - SCHOOL,21-221219.0000,483.63,0,0,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - SCHOOL,21-221191.0000,76.44,0,0,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - SCHOOL,21-221237.0000,88.2,0,0,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - SCHOOL,21-221237.0000,88.2,0,0,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - MISCELLANEOUS,22-222107.0000,116.62,0,0,0,0,0,0,22,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - CEMETERY,23-223117.0000,85.75,0,0,0,0,0,0,23,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - PARK,20-220149.0000,54.88,0,0,0,0,0,0,20,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - PARK,20-220180.0000,183.06,0,0,0,0,0,0,20,Y,Turf Facilities
E,Tucson,2005,FACILITY TURF - PARK,20-620019.0000,170.2,0,0,0,0,0,0,20,Y,Turf Facilities
E,Tucson,2005,FACILITY TURF - PARK,20-620019.0000,170.2,0,0,0,0,0,0,20,Y,Turf Facilities
D,Pinal,2005,FACILITY TURF - SCHOOL,21-400147.0000,85.44,0,0,0,0,0,0,21,Y,Turf Facilities
D,Pinal,2005,FACILITY TURF - SCHOOL,21-400149.0000,66.24,0,0,0,0,0,0,21,Y,Turf Facilities
D,Pinal,2005,FACILITY TURF - SCHOOL,21-400155.0000,61.44,0,0,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - SCHOOL,21-221117.0000,119.56,0,0,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - SCHOOL,21-221118.0000,66.15,0,0,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - SCHOOL,21-221129.0000,272.93,0,0,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - SCHOOL,21-221149.0000,62.72,0,0,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - SCHOOL,21-221150.0000,261.66,0,0,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - SCHOOL,21-221153.0000,74.97,0,0,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - SCHOOL,21-221166.0000,63.7,0,0,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - SCHOOL,21-221183.0000,51.94,0,0,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - SCHOOL,21-221187.0000,147.98,0,0,0,0,0,0,21,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - PARK,20-220213.0000,97.51,0,0,0,0,0,0,20,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - PARK,20-220188.0000,68.91,0,0,0,0,0,0,20,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - CEMETERY,23-223105.0000,79.2,0,0,0,0,0,0,23,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - CEMETERY,23-223105.0000,79.2,0,0,0,0,0,0,23,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-224138.0000,968.41,0,0,0,0,0,0,24,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225335.0000,598.27,0,0,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225335.0000,598.27,0,0,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225002.0000,420.9,0,0,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225335.0000,598.27,0,0,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225335.0000,598.27,0,0,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225335.0000,598.27,0,0,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225335.0000,598.27,0,0,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225337.0000,494.73,0,0,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225337.0000,494.73,0,0,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225337.0000,494.73,0,0,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225371.0000,595.29,0,0,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225371.0000,595.29,0,0,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225371.0000,595.29,0,0,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225331.0000,546.62,0,0,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225331.0000,546.62,0,0,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225331.0000,546.62,0,0,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225331.0000,546.62,0,0,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225331.0000,546.62,0,0,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225331.0000,546.62,0,0,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225339.0000,405.88,0,0,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225339.0000,405.88,0,0,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225249.0000,79.69,0,0,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225297.0000,169.06,0,0,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225336.0000,213.63,0,0,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225306.0000,1172.74,268.97,268.97,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2005,FACILITY TURF - GOLF COURSE,25-625004.0000,482.72,497.94,497.94,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2005,FACILITY TURF - GOLF COURSE,25-625032.0000,447.5,427.15,427.15,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225266.0000,546.62,449.72,449.72,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225266.0000,546.62,449.72,449.72,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225266.0000,546.62,449.72,449.72,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225292.0000,407.65,705.75,705.75,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2005,FACILITY TURF - GOLF COURSE,25-625006.0000,886.3,808.86,808.86,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2005,FACILITY TURF - GOLF COURSE,25-625006.0000,886.3,808.86,808.86,0,0,0,0,25,N,Turf Facilities
E,Tucson,2005,FACILITY TURF - GOLF COURSE,25-625007.0000,175.4,142.3,142.3,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2005,FACILITY TURF - GOLF COURSE,25-625007.0000,175.4,142.3,142.3,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225343.0000,149.37,95.86,95.86,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225343.0000,149.37,95.86,95.86,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225343.0000,149.37,95.86,95.86,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225343.0000,149.37,95.86,95.86,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225343.0000,149.37,95.86,95.86,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225343.0000,149.37,95.86,95.86,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225343.0000,149.37,95.86,95.86,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225266.0000,546.62,449.72,449.72,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225266.0000,546.62,449.72,449.72,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225266.0000,546.62,449.72,449.72,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225306.0000,1172.74,268.97,268.97,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225308.0000,1711.94,1473.8,1473.8,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225308.0000,1711.94,1473.8,1473.8,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2005,FACILITY TURF - GOLF COURSE,25-625005.0000,247.9,222.49,222.49,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2005,FACILITY TURF - GOLF COURSE,25-625033.0000,458.7,533.6,533.6,0,0,0,0,25,N,Turf Facilities
E,Tucson,2005,FACILITY TURF - GOLF COURSE,25-625033.0000,458.7,533.6,533.6,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2005,FACILITY TURF - GOLF COURSE,25-625033.0000,458.7,533.6,533.6,0,0,0,0,25,N,Turf Facilities
E,Tucson,2005,FACILITY TURF - GOLF COURSE,25-625033.0000,458.7,533.6,533.6,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225302.0000,367.82,195.66,195.66,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225300.0000,456.62,457.19,457.19,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225300.0000,456.62,457.19,457.19,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225300.0000,456.62,457.19,457.19,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225300.0000,456.62,457.19,457.19,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2005,FACILITY TURF - GOLF COURSE,25-625002.0000,87.59,83.7,83.7,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2005,FACILITY TURF - GOLF COURSE,25-625017.0000,425.6,419.72,419.72,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2005,FACILITY TURF - GOLF COURSE,25-625017.0000,425.6,419.72,419.72,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2005,FACILITY TURF - GOLF COURSE,25-625017.0000,425.6,419.72,419.72,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2005,FACILITY TURF - GOLF COURSE,25-625017.0000,425.6,419.72,419.72,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2005,FACILITY TURF - GOLF COURSE,25-625021.0000,433.29,499.72,499.72,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2005,FACILITY TURF - GOLF COURSE,25-625021.0000,433.29,499.72,499.72,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2005,FACILITY TURF - GOLF COURSE,25-625024.0000,337,338.3,338.3,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2005,FACILITY TURF - GOLF COURSE,25-625021.0000,433.29,499.72,499.72,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225283.0000,544.02,392,392,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225330.0000,545.82,676,676,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225283.0000,544.02,392,392,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225292.0000,407.65,705.75,705.75,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225330.0000,545.82,676,676,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225209.0000,714.82,677.66,677.66,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225233.0000,180.15,209.3,209.3,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225313.0000,576.63,602.5,602.5,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225382.0000,,565.11,565.11,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2005,FACILITY TURF - GOLF COURSE,25-625019.0000,428.5,349.67,349.67,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2005,FACILITY TURF - GOLF COURSE,25-625026.0000,428.5,539.91,539.91,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2005,FACILITY TURF - GOLF COURSE,25-625035.0000,139.2,147.08,147.08,0,0,0,0,25,Y,Turf Facilities
H,Santa Cruz,2005,FACILITY TURF - GOLF COURSE,25-800003.0000,488.6,504.2,504.2,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225221.0000,494.98,449.55,449.55,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225264.0000,690.68,615.93,615.93,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225264.0000,690.68,615.93,615.93,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225264.0000,690.68,615.93,615.93,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225265.0000,480.46,492.92,492.92,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225265.0000,480.46,492.92,492.92,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225265.0000,480.46,492.92,492.92,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225316.0000,456.62,492.07,492.07,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225316.0000,456.62,492.07,492.07,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225316.0000,456.62,492.07,492.07,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225317.0000,784.16,677.98,677.98,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225317.0000,784.16,677.98,677.98,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225264.0000,690.68,615.93,615.93,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225264.0000,690.68,615.93,615.93,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225264.0000,690.68,615.93,615.93,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225264.0000,690.68,615.93,615.93,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225264.0000,690.68,615.93,615.93,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225265.0000,480.46,492.92,492.92,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225265.0000,480.46,492.92,492.92,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225265.0000,480.46,492.92,492.92,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225316.0000,456.62,492.07,492.07,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225316.0000,456.62,492.07,492.07,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225316.0000,456.62,492.07,492.07,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225316.0000,456.62,492.07,492.07,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225317.0000,784.16,677.98,677.98,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225317.0000,784.16,677.98,677.98,0,0,0,0,25,N,Turf Facilities
E,Tucson,2005,FACILITY TURF - GOLF COURSE,25-625001.0000,692.8,710.98,710.98,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2005,FACILITY TURF - GOLF COURSE,25-625014.0000,681.62,639,639,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2005,FACILITY TURF - GOLF COURSE,25-625020.0000,644.7,433,433,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2005,FACILITY TURF - GOLF COURSE,25-625020.0000,644.7,433,433,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2005,FACILITY TURF - GOLF COURSE,25-625036.0000,1134.9,1240,1240,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2005,FACILITY TURF - GOLF COURSE,25-625001.0000,692.8,710.98,710.98,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225228.0000,1860.8,1705.93,1705.93,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225260.0000,257.6,205.98,205.98,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225263.0000,1168.7,1047.74,1047.74,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225276.0000,1190.86,1201.66,1201.66,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225276.0000,1190.86,1201.66,1201.66,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225280.0000,2003.04,1731.17,1731.17,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225285.0000,1336.24,1057.64,1057.64,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225285.0000,1336.24,1057.64,1057.64,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225285.0000,1336.24,1057.64,1057.64,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225289.0000,824.98,852,852,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225344.0000,82.78,158.1,158.1,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225344.0000,82.78,158.1,158.1,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225345.0000,684.75,605.59,605.59,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225345.0000,684.75,605.59,605.59,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225345.0000,684.75,605.59,605.59,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225281.0000,362.05,286.35,286.35,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225256.0000,741.68,712.99,712.99,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225256.0000,741.68,712.99,712.99,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225256.0000,741.68,712.99,712.99,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225256.0000,741.68,712.99,712.99,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225256.0000,741.68,712.99,712.99,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225201.0000,738.52,675.64,675.64,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225206.0000,640.96,621.07,621.07,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225206.0000,640.96,621.07,621.07,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225208.0000,406.38,470.37,470.37,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225208.0000,406.38,470.37,470.37,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225229.0000,602.72,675.62,675.62,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225257.0000,590.94,633.4,633.4,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225274.0000,679.72,684.75,684.75,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225293.0000,876.3,496.45,496.45,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225201.0000,738.52,675.64,675.64,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225204.0000,647.36,722,722,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2005,FACILITY TURF - GOLF COURSE,25-225206.0000,640.96,621.07,621.07,0,0,0,0,25,Y,Turf Facilities
