ama,AMA,year,Subsector,PCC,ALLOT_QTY,total_use,Groundwater,Colorado_River,Effluent,Surface_Water ,Comm,PROGRAM_CODE,ACTIVE,Facility Type
C,Phoenix,1999,FACILITY TURF - SCHOOL,21-221105.0000,,100.27,0,0,0,39.84,60.43,21,Y,Turf Facilities
D,Pinal,2000,FACILITY CATTLE FEEDLOT,16-400083.0000,82,0,0,0,0,0,0,16,N,Cattle Feedlot
D,Pinal,2000,FACILITY CATTLE FEEDLOT,16-400086.0000,62,0,0,0,0,0,0,16,N,Cattle Feedlot
D,Pinal,2000,FACILITY CATTLE FEEDLOT,16-400088.0000,224,0,0,0,0,0,0,16,Y,Cattle Feedlot
D,Pinal,2000,FACILITY METAL MINING,11-400139.0000,1041,0,0,0,0,0,0,11,N,Metal Mining
D,Pinal,2000,FACILITY DAIRY,17-400163.0000,445,0,0,0,0,0,0,17,N,Dairy
D,Pinal,2000,FACILITY METAL MINING,11-400003.0000,2772,0,0,0,0,0,0,11,N,Metal Mining
D,Pinal,2000,FACILITY METAL MINING,11-400003.0000,2772,0,0,0,0,0,0,11,N,Metal Mining
D,Pinal,2000,FACILITY CATTLE FEEDLOT,16-400002.0000,36,0,0,0,0,0,0,16,N,Cattle Feedlot
D,Pinal,2000,FACILITY CATTLE FEEDLOT,16-400039.0000,246,0,0,0,0,0,0,16,N,Cattle Feedlot
C,Phoenix,2000,FACILITY TURF - PARK,20-220212.0000,38.32,0,0,0,0,0,0,20,N,Turf Facilities
D,Pinal,2000,FACILITY CATTLE FEEDLOT,16-400014.0000,98,0,0,0,0,0,0,16,Y,Cattle Feedlot
D,Pinal,2000,FACILITY METAL MINING,11-400131.0000,689,0,0,0,0,0,0,11,,Metal Mining
D,Pinal,2000,FACILITY DAIRY,17-400161.0000,310,0,0,0,0,0,0,17,Y,Dairy
D,Pinal,2000,FACILITY DAIRY,17-400165.0000,82,0,0,0,0,0,0,17,Y,Dairy
D,Pinal,2000,FACILITY DAIRY,17-400165.0000,82,0,0,0,0,0,0,17,Y,Dairy
D,Pinal,2000,FACILITY TURF - GOLF COURSE,25-400018.0000,1015,0,0,0,0,0,0,25,N,Turf Facilities
D,Pinal,2000,FACILITY TURF - GOLF COURSE,25-400018.0000,1015,0,0,0,0,0,0,25,N,Turf Facilities
D,Pinal,2000,FACILITY TURF - GOLF COURSE,25-400018.0000,1015,0,0,0,0,0,0,25,N,Turf Facilities
D,Pinal,2000,FACILITY TURF - GOLF COURSE,25-400096.0000,232,0,0,0,0,0,0,25,,Turf Facilities
D,Pinal,2000,FACILITY TURF - SCHOOL,21-400106.0000,74.4,0,0,0,0,0,0,21,Y,Turf Facilities
E,Tucson,2000,FACILITY TURF - GOLF COURSE,25-625004.0000,482.72,479.02,479.02,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2000,FACILITY TURF - GOLF COURSE,25-625031.0000,450.34,581.8,581.8,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2000,FACILITY TURF - GOLF COURSE,25-625032.0000,447.5,415.55,415.55,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225266.0000,546.62,525.14,525.14,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225266.0000,546.62,525.14,525.14,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225266.0000,546.62,525.14,525.14,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225292.0000,407.65,652.32,652.32,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225334.0000,534.37,527.95,527.95,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2000,FACILITY TURF - GOLF COURSE,25-625006.0000,886.3,898.6,898.6,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2000,FACILITY TURF - GOLF COURSE,25-625006.0000,886.3,898.6,898.6,0,0,0,0,25,N,Turf Facilities
E,Tucson,2000,FACILITY TURF - GOLF COURSE,25-625007.0000,175.4,204,204,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2000,FACILITY TURF - GOLF COURSE,25-625007.0000,175.4,204,204,0,0,0,0,25,N,Turf Facilities
E,Tucson,2000,FACILITY TURF - GOLF COURSE,25-625013.0000,356.9,353.26,353.26,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225343.0000,149.37,73.57,73.57,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225343.0000,149.37,73.57,73.57,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225343.0000,149.37,73.57,73.57,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225343.0000,149.37,73.57,73.57,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225343.0000,149.37,73.57,73.57,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225343.0000,149.37,73.57,73.57,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225343.0000,149.37,73.57,73.57,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225266.0000,546.62,525.14,525.14,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225266.0000,546.62,525.14,525.14,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225266.0000,546.62,525.14,525.14,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225308.0000,1711.94,1652.72,1652.72,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225308.0000,1711.94,1652.72,1652.72,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2000,FACILITY TURF - GOLF COURSE,25-625005.0000,247.9,227.84,227.84,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2000,FACILITY TURF - GOLF COURSE,25-625033.0000,458.7,491.4,491.4,0,0,0,0,25,N,Turf Facilities
E,Tucson,2000,FACILITY TURF - GOLF COURSE,25-625033.0000,458.7,491.4,491.4,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2000,FACILITY TURF - GOLF COURSE,25-625033.0000,458.7,491.4,491.4,0,0,0,0,25,N,Turf Facilities
E,Tucson,2000,FACILITY TURF - GOLF COURSE,25-625033.0000,458.7,491.4,491.4,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225302.0000,367.82,347.17,347.17,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225328.0000,436.92,423.54,423.54,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225328.0000,436.92,423.54,423.54,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225335.0000,544.95,524.74,524.74,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225335.0000,544.95,524.74,524.74,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225002.0000,420.9,286.05,286.05,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225328.0000,436.92,423.54,423.54,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225328.0000,436.92,423.54,423.54,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225328.0000,436.92,423.54,423.54,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225328.0000,436.92,423.54,423.54,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225328.0000,436.92,423.54,423.54,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225328.0000,436.92,423.54,423.54,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225335.0000,544.95,524.74,524.74,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225335.0000,544.95,524.74,524.74,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225335.0000,544.95,524.74,524.74,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225335.0000,544.95,524.74,524.74,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2000,FACILITY TURF - GOLF COURSE,25-625002.0000,87.59,91.76,91.76,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2000,FACILITY TURF - GOLF COURSE,25-625017.0000,425.6,403,403,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2000,FACILITY TURF - GOLF COURSE,25-625017.0000,425.6,403,403,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2000,FACILITY TURF - GOLF COURSE,25-625017.0000,425.6,403,403,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2000,FACILITY TURF - GOLF COURSE,25-625017.0000,425.6,403,403,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2000,FACILITY TURF - GOLF COURSE,25-625021.0000,433.29,447.48,447.48,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2000,FACILITY TURF - GOLF COURSE,25-625021.0000,433.29,447.48,447.48,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2000,FACILITY TURF - GOLF COURSE,25-625024.0000,337,305.13,305.13,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2000,FACILITY TURF - GOLF COURSE,25-625021.0000,433.29,447.48,447.48,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225283.0000,544.02,484.9,484.9,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225330.0000,545.82,525.5,525.5,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225283.0000,544.02,484.9,484.9,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225292.0000,407.65,652.32,652.32,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225327.0000,551.83,543.22,543.22,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225327.0000,551.83,543.22,543.22,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225330.0000,545.82,525.5,525.5,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225331.0000,546.62,558.38,558.38,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225331.0000,546.62,558.38,558.38,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225331.0000,546.62,558.38,558.38,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225331.0000,546.62,558.38,558.38,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225331.0000,546.62,558.38,558.38,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225331.0000,546.62,558.38,558.38,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225209.0000,714.82,764.05,764.05,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225233.0000,180.15,242.61,242.61,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225311.0000,1137.44,784.79,784.79,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225313.0000,576.63,625.42,625.42,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2000,FACILITY TURF - GOLF COURSE,25-625009.0000,495.3,380.36,380.36,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2000,FACILITY TURF - GOLF COURSE,25-625019.0000,428.5,402.79,402.79,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2000,FACILITY TURF - GOLF COURSE,25-625026.0000,428.5,436,436,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2000,FACILITY TURF - GOLF COURSE,25-625035.0000,139.2,131.05,131.05,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225264.0000,690.68,610.46,610.46,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225264.0000,690.68,610.46,610.46,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225264.0000,690.68,610.46,610.46,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225265.0000,480.46,590.2,590.2,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225265.0000,480.46,590.2,590.2,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225265.0000,480.46,590.2,590.2,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225316.0000,456.62,531.05,531.05,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225316.0000,456.62,531.05,531.05,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225316.0000,456.62,531.05,531.05,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225317.0000,784.16,786.69,786.69,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225317.0000,784.16,786.69,786.69,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225264.0000,690.68,610.46,610.46,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225264.0000,690.68,610.46,610.46,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225264.0000,690.68,610.46,610.46,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225264.0000,690.68,610.46,610.46,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225264.0000,690.68,610.46,610.46,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225265.0000,480.46,590.2,590.2,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225265.0000,480.46,590.2,590.2,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225265.0000,480.46,590.2,590.2,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225316.0000,456.62,531.05,531.05,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225316.0000,456.62,531.05,531.05,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225316.0000,456.62,531.05,531.05,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225316.0000,456.62,531.05,531.05,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225317.0000,784.16,786.69,786.69,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225317.0000,784.16,786.69,786.69,0,0,0,0,25,N,Turf Facilities
E,Tucson,2000,FACILITY TURF - GOLF COURSE,25-625001.0000,692.8,615,615,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2000,FACILITY TURF - GOLF COURSE,25-625014.0000,681.62,712,712,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2000,FACILITY TURF - GOLF COURSE,25-625020.0000,644.7,576,576,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2000,FACILITY TURF - GOLF COURSE,25-625020.0000,644.7,576,576,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2000,FACILITY TURF - GOLF COURSE,25-625036.0000,1134.9,1128.1,1128.1,0,0,0,0,25,Y,Turf Facilities
E,Tucson,2000,FACILITY TURF - GOLF COURSE,25-625001.0000,692.8,615,615,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225228.0000,1860.8,1852.83,1852.83,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225260.0000,257.6,227.1,227.1,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225263.0000,1168.7,1239.21,1239.21,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225276.0000,1190.86,1155.87,1155.87,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225276.0000,1190.86,1155.87,1155.87,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225280.0000,2003.04,1907.27,1907.27,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225285.0000,1336.24,1392.45,1392.45,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225285.0000,1336.24,1392.45,1392.45,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225285.0000,1336.24,1392.45,1392.45,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225289.0000,824.98,515.55,515.55,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225344.0000,,109,109,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225344.0000,,109,109,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225345.0000,456.62,500.26,500.26,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225345.0000,456.62,500.26,500.26,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225345.0000,456.62,500.26,500.26,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225281.0000,362.05,302.79,302.79,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225256.0000,741.68,647.55,647.55,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225256.0000,741.68,647.55,647.55,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225256.0000,741.68,647.55,647.55,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225256.0000,741.68,647.55,647.55,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225256.0000,741.68,647.55,647.55,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225201.0000,738.52,716.7,716.7,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225206.0000,640.96,595.68,595.68,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225206.0000,640.96,595.68,595.68,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225208.0000,406.38,488.32,488.32,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225208.0000,406.38,488.32,488.32,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225229.0000,602.72,639.47,639.47,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225244.0000,336.61,10.965,10.965,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225257.0000,590.94,616,616,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225274.0000,679.72,784.25,784.25,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225201.0000,738.52,716.7,716.7,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225204.0000,647.36,758.2,758.2,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225206.0000,640.96,595.68,595.68,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225208.0000,406.38,488.32,488.32,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225209.0000,714.82,764.05,764.05,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225214.0000,417.44,38.23,38.23,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225214.0000,417.44,38.23,38.23,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225216.0000,359.43,276.6,276.6,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225222.0000,447.47,476.84,476.84,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225229.0000,602.72,639.47,639.47,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225240.0000,583.68,632,632,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225240.0000,583.68,632,632,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225244.0000,336.61,10.965,10.965,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225257.0000,590.94,616,616,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225258.0000,516.21,779.55,779.55,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225259.0000,675.98,701.67,701.67,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225261.0000,700.92,699.06,699.06,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225262.0000,905.66,808.36,808.36,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225267.0000,467.96,443.97,443.97,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225274.0000,679.72,784.25,784.25,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225294.0000,749.62,786.88,786.88,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225294.0000,749.62,786.88,786.88,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225294.0000,749.62,786.88,786.88,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225237.0000,455.47,622.9,622.9,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225237.0000,455.47,622.9,622.9,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225237.0000,455.47,622.9,622.9,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225237.0000,455.47,622.9,622.9,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225234.0000,682.96,658.76,658.76,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225234.0000,682.96,658.76,658.76,0,0,0,0,25,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225234.0000,682.96,658.76,658.76,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - GOLF COURSE,25-225235.0000,414.52,368.29,368.29,0,0,0,0,25,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-224113.0000,391.21,407.97,407.97,0,0,0,0,24,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - MISCELLANEOUS,22-222108.0000,152.63,76.47,76.47,0,0,0,0,22,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-224104.0000,88.41,45,45,0,0,0,0,24,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-224113.0000,391.21,407.97,407.97,0,0,0,0,24,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-224113.0000,391.21,407.97,407.97,0,0,0,0,24,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-224113.0000,391.21,407.97,407.97,0,0,0,0,24,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-224113.0000,391.21,407.97,407.97,0,0,0,0,24,Y,Turf Facilities
E,Tucson,2000,FACILITY TURF - PARK,20-620000.0000,126.6,265.5,265.5,0,0,0,0,20,Y,Turf Facilities
E,Tucson,2000,FACILITY TURF - PARK,20-620008.0000,182.84,153.6,153.6,0,0,0,0,20,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - MISCELLANEOUS,22-222101.0000,92.45,25.294,25.294,0,0,0,0,22,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - CEMETERY,23-223111.0000,132.31,177.67,177.67,0,0,0,0,23,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - CEMETERY,23-223111.0000,132.31,177.67,177.67,0,0,0,0,23,Y,Turf Facilities
C,Phoenix,2000,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-224111.0000,466.88,545.46,545.46,0,0,0,0,24,N,Turf Facilities
C,Phoenix,2000,FACILITY TURF - HOMEOWNERS ASSOCIATION,24-224132.0000,,175.96,175.96,0,0,0,0,24,Y,Turf Facilities
